Ime sestavine, Kolicina, Enota
čokoladnega namaza , 40.0 , g
ostre moke , 60.0 , g
sode bikarbone , 0.1 , kos
soli , 0.2 , kos
zmehčanega masla , 36.0 , g
navadnega kristalnega sladkorja , 20.0 , g
rjavega sladkorja , 10.0 , g
veliko jajce , 0.2 , kos
vanilijevega ekstrakta , 0.2 , kos
