Ime sestavine,Kolicina,Enota
skute (pasirana ali nepasirana),125.0,g
jajce,0.25,kos
soli,0.25,kos
nariban muškatni orešček (po želji),1,kos
drobno naribanega parmezana (sveže naribani),12.5,g
320-350 g ostre moke,1,kos
