Ime sestavine,Kolicina,Enota
maslenih piškotov (albert),23.0,g
stopljenega masla,13.0,g
grškega jogurta,45.0,g
naribana lupinica ene limone,1,kos
sladkorja v prahu,9.0,g
listov želatine,0.6,kos
sladke smetane za stepanje,0.05,l
zamrznjenih borovnic,30.0,g
sladkorja (po potrebi tudi več),3.0,g
listi želatine,0.3,kos
