Ime sestavine, Kolicina, Enota
4 kosi svinjskega vratu s kostjo , 1 , kos
velikih krompirjev , 1.25 , kos
česna , 1.0 , kos
rožmarina; natrgani ali narezani na majhne kose , 0.5 , kos
1 - 2 žlici olja , 1 , kos
sol in sveže mleti poper , 1 , kos
