Ime sestavine, Kolicina, Enota
bele moke , 75.0 , g
sladkorja , 0.375 , kos
kvasa , 3.75 , g
rumenjak , 0.125 , kos
jajce , 0.125 , kos
olja , 0.125 , kos
masla , 0.125 , kos
mleka , 0.0375 , l
soli , 0.125 , kos
kruha ali drobtin , 62.5 , g
masla , 15.0 , g
sladkorja , 12.5 , g
orehov , 12.5 , g
rozin , 0.125 , kos
rum , 1 , kos
lonček skute ali kisle smetane , 1 , kos
rumenjak , 0.125 , kos
vanili sladkorja , 0.125 , kos
limonina lupinica , 1 , kos
malo sladke smetane , 1 , kos
