Ime sestavine, Kolicina, Enota
olja , 1.0 , kos
majhna čebula , 0.25 , kos
blitve , 150.0 , g
1-2 stroka česna , 1 , kos
jajc , 1.5 , kos
sveže naribanega parmezana , 10.0 , g
sol in mleti poper , 1 , kos
