Ime sestavine,Kolicina,Enota
vode,0.19999999999999998,l
srednje veliki moknati krompirji,0.6666666666666666,kos
soli,0.08333333333333333,kos
dimljena polsuha klobasa (lahko tudi kranjska klobasa),0.16666666666666666,kos
kislega zelja,83.33333333333333,g
čebula,0.16666666666666666,kos
1-2 stroka česna,1,kos
mleti poper po okusu,1,kos
kuminovih semen (po želji),0.041666666666666664,kos
kisle smetane (po želji tudi več),25.0,g
