Ime sestavine,Kolicina,Enota
manjše paprike,1.0,kos
naribanega sira; ki se lepo topi (edamec; gauda; cheddar ipd.),1.0,kos
4-6 rezin slanine ali šunke,1,kos
jajca,1.0,kos
sol in mleti poper,1,kos
nasekljan peteršilj (po želji),1,kos
