Ime sestavine,Kolicina,Enota
mletega govejega mesa,75.0,g
mletega svinjskega mesa,50.0,g
olja,0.25,kos
srednje velika čebula čebula,0.125,kos
česna,0.25,kos
jajce,0.125,kos
peteršilja,0.03125,kos
majarona,0.0625,kos
timijana,0.03125,kos
mlete sladke paprike (po želji),0.125,kos
starega belega kruha,15.0,g
mleka,0.025,l
soli,0.125,kos
mletega popra,0.25,kos
1-2 žlici drobtin (po potrebi),1,kos
trdo kuhanih jajc,0.75,kos
jušne osnove ali vode,0.0125,l
