Ime sestavine, Kolicina, Enota
odcejenih višenj iz kompota (lahko tudi češnje) , 29.166666666666668 , g
temne čokolade (60 - 80 % kakava) , 12.416666666666666 , g
velika jajca , 0.3333333333333333 , kos
zmehčanega masla , 12.5 , g
sladkorja , 12.5 , g
moke , 8.333333333333334 , g
mletih lešnikov ali mandljev , 8.333333333333334 , g
pecilnega praška , 0.08333333333333333 , kos
soli , 0.08333333333333333 , kos
