Ime sestavine,Kolicina,Enota
moke,100.0,g
mlačne vode,0.06,l
kocka svežega kvasa,0.2,kos
sladkorja,0.2,kos
soli,0.2,kos
olja,0.2,kos
5 zrezkov iz ombola (svinjska ribica),1,kos
trdega sira; ki se dobro topi,30.0,g
pancete,20.0,g
par žlic koruze iz pločevinke,1,kos
sol; poper; mleta paprika,1,kos
olivno olje za premaz,1,kos
