Ime sestavine,Kolicina,Enota
flank steaka v enem kosu,175.0,g
olja,0.25,kos
masla,0.75,kos
šalotka,0.25,kos
suhega rdečega vina,0.03,l
goveje jušne osnove,0.05,l
svežega timijana (ali 1/2 žličke posušenega),0.25,kos
(dijonske) gorčice,0.375,kos
sol in sveže mleti poper po okusu,1,kos
