Ime sestavine,Kolicina,Enota
jajca,0.3,kos
sladkorja,12.0,g
vanilijevega sladkorja,0.1,kos
mleka,0.0075,l
olja,0.0075,l
gladke moke,15.0,g
pecilnega praška,0.1,kos
drobno naribana lupinica neškropljene limone,1,kos
sok dveh limon,1,kos
sladkorja,15.0,g
rumenjaka,0.2,kos
koruznega škroba,1.5,g
masla,5.0,g
svežega sadja (borovnice; maline; jagode; lahko tudi kombinacija sadežev po lastnem okusu),15.0,g
sladkor v prahu za posip,1,kos
