Ime sestavine, Kolicina, Enota
penine , 0.075 , l
želatine v prahu (10 g) , 0.25 , kos
vode , 0.05 , l
kondenziranega mleka , 75.0 , g
želatine , 0.25 , kos
vode , 0.0625 , l
med; zlati prah; rjavi sladkor ipd. , 1 , kos
