Ime sestavine, Kolicina, Enota
kvinoje , 50.0 , g
vode , 0.1 , l
podolgovata kumara , 0.25 , kos
mlade čebulice (beli in zeleni del) , 0.75 , kos
paradižnikov , 62.5 , g
rukole (lahko uporabimo tudi mlado špinačo) , 50.0 , g
piščančjih filejev ali zrezkov (lahko tudi stegna brez kosti in kože) , 125.0 , g
3-4 žlice olivnega olja , 1 , kos
sveže iztisnjen limonin sok (po okusu) , 1 , kos
sol in mleti poper (po okusu) , 1 , kos
