Ime sestavine, Kolicina, Enota
jabolki , 0.25 , kos
limone , 0.0625 , kos
marelične marmelade , 0.375 , kos
voda , 0.125 , kos
svežega listnatega testa v rolici , 0.125 , kos
sladkor v prahu za posip , 1 , kos
