Ime sestavine, Kolicina, Enota
piščančja bedra , 1.0 , kos
malo jušne zelenjave (korenje; por; zelena; peteršilj)  , 1 , kos
nekaj poprovih zrn , 1 , kos
sol (po potrebi) , 1 , kos
lovor , 0.25 , kos
olja , 0.5 , kos
manjša korenčka  , 0.5 , kos
česna , 0.5 , kos
manjši čebuli , 0.5 , kos
paradižnikovega pireja  , 0.5 , kos
začimbne mešanice , 0.25 , kos
riža , 100.0 , g
