Ime sestavine, Kolicina, Enota
buča (muškatna ali hokaido) , 0.25 , kos
pirine ali pšenične moke , 100.0 , g
skute , 50.0 , g
naribanega parmezana , 7.5 , g
jajce , 0.25 , kos
muškatni orešček (po okusu) , 1 , kos
sol (po okusu) , 1 , kos
masla , 0.5 , kos
pirine ali pšenične moke , 0.5 , kos
česna v prahu , 0.0625 , kos
mleka , 0.0625 , l
kisle smetane , 12.5 , g
naribanega čedarja , 12.5 , g
