Ime sestavine, Kolicina, Enota
masla (za pekač) , 2.5 , g
sladkorja (za pekač) , 5.0 , g
breskvi , 0.3333333333333333 , kos
malin , 33.333333333333336 , g
jajca , 0.5 , kos
sladkorja , 13.333333333333334 , g
vanilijevega sladkorja , 0.3333333333333333 , kos
soli , 0.16666666666666666 , kos
nastrgane bio limonine lupine , 0.16666666666666666 , kos
moke , 13.333333333333334 , g
sladke smetane , 0.02 , l
mleka , 0.021666666666666667 , l
sladkor v prahu za posip , 1 , kos
