Ime sestavine,Kolicina,Enota
govedine,100.0,g
začimbe (sol; črni poper; koriander; kumina; kurkuma; kardamon),1,kos
sojina omaka,1,kos
olje,1,kos
čebula,0.25,kos
šalotka,0.25,kos
manjši por,0.25,kos
česna,1.0,kos
korenčka,0.5,kos
bučka,0.25,kos
ješprena (oluščen ječmen),50.0,g
goveje jušne osnove (laho tudi voda ali v vroči vodi raztopljena jušna kocka),0.15,l
nasekljan svež peteršilj za dekoracijo,1,kos
