Ime sestavine,Kolicina,Enota
jajci,0.2,kos
kristalnega sladkorja,3.0,g
bele moke (tip 500),3.0,g
rastlinskega olja,0.2,kos
rumenjakov (približno 3),6.0,g
kristalnega sladkorja,12.5,g
vode,0.005,l
masla,5.0,g
listov želatine,0.6,kos
sladke smetane,80.0,g
vanilijeve paste,0.1,kos
svežih jagod,25.0,g
sveže sadje za dekoracijo,1,kos
