Ime sestavine, Kolicina, Enota
kokosovega sladkorja , 12.0 , g
ovsene moke , 12.5 , g
soli , 0.05 , kos
pecilnega praška , 0.2 , kos
presnega kakava , 10.0 , g
pekan orehov , 0.1 , kos
arašidovega masla , 20.0 , g
kokosovega olja , 5.0 , g
agavinega sirupa , 0.008 , l
večji sladki krompir (približno 300 g) , 0.1 , kos
jabolčne čežane , 20.0 , g
1 laneno jajce = 2 žlici lanenih semen + 8 žlic vode , 1 , kos
vanilijeve paste , 0.1 , kos
