Ime sestavine,Kolicina,Enota
na rezine narezanega kruha (bageta; kajzerica; štruca ipd.),50.0,g
olivnega olja,0.5,kos
bučk,75.0,g
masla,25.0,g
moke,15.0,g
mleka,0.1,l
jajce,0.25,kos
naribanega sira,20.0,g
sol; poper in muškatni orešček,1,kos
na rezine narezane šunke,37.5,g
