Ime sestavine, Kolicina, Enota
masla , 11.25 , g
telečjih zrezkov (4 zrezki po 120 g) , 150.0 , g
velik zrel paradižnik , 0.25 , kos
mladi bučki , 0.5 , kos
mocarele v slanici , 31.25 , g
pesta genovese , 0.5 , kos
nekaj svežih lističev bazilike , 1 , kos
soli , 0.125 , kos
mletega popra , 0.5 , kos
