Ime sestavine, Kolicina, Enota
moke , 27.5 , g
pecilnega praška , 0.125 , kos
sladkorja v prahu , 9.375 , g
soli , 0.125 , kos
hladnega; na kocke narezanega masla , 18.75 , g
rumenjak , 0.125 , kos
hladne vode , 0.25 , kos
maskarponeja , 62.5 , g
rjavega sladkorja , 12.5 , g
mletih olupljenih mandljev , 12.5 , g
jajci , 0.25 , kos
naribane bele čokolade , 12.5 , g
češenj , 37.5 , g
