Ime sestavine, Kolicina, Enota
bele čokolade , 25.0 , g
poljubnega kremnega likerja (jajčni liker; Baileys ipd.) , 31.25 , g
vanilijeve arome , 0.25 , kos
lističa želatine , 0.5 , kos
dobro ohlajene smetane za stepanje , 62.5 , g
