Ime sestavine, Kolicina, Enota
masla , 12.5 , g
mslenih piškotov , 18.75 , g
praženih mletih mandljev , 6.25 , g
bele čokolade , 15.625 , g
kremnega sira , 43.75 , g
sladkorja , 8.75 , g
vanilijevega sladkorja , 0.125 , kos
kisle smetane , 6.25 , g
limoninega soka , 0.25 , kos
soli , 0.125 , kos
kokosove moke , 7.5 , g
hladne smetane za stepanje , 0.0375 , l
utrjevalca za smetano (kremfix) , 0.125 , kos
bele čokolade , 18.75 , g
smetane , 0.00875 , l
