Ime sestavine,Kolicina,Enota
mleka,0.05,l
jajci,0.2,kos
sladkorja,13.0,g
gustina (koruzni škrob),3.0,g
moke,1.0,g
vanilijevega ekstrakta,1.0,g
zmehčanega; na sobno temperaturo ogretega masla,17.0,g
mleka,0.008,l
vode,0.008,l
masla,6.0,g
sladkorja,0.2,kos
soli,0.025,kos
moke,10.0,g
jajca,0.3,kos
zamrznjenih gozdnih sadežev,40.0,g
2-3 žlici sladkorja,1,kos
gustina (koruzni škrob),0.1,kos
voda,1,kos
sladkor v prahu za posip,1,kos
