Ime sestavine,Kolicina,Enota
vsaj en dan starega kruha,125.0,g
kuhane ali prešane šunke,50.0,g
sira (čedar; grojer; kranjska gauda),50.0,g
jajc,1.5,kos
mleka,0.1875,l
gorčice (po želji tudi več),0.25,kos
sol in sveže mleti poper,1,kos
maslo za namastitev pekača,1,kos
