Ime sestavine,Kolicina,Enota
masla ali olivnega olja,0.75,kos
srednje velika čebula (ali dve šalotki),0.25,kos
2-3 stroki česna,1,kos
krompirja,112.5,g
svežih zelenih špargljev,125.0,g
piščančje ali zelenjavne jušne osnove,1.0,kos
sol in mleti poper,1,kos
