Ime sestavine, Kolicina, Enota
10 palačink , 1 , kos
masla , 6.666666666666667 , g
moke , 6.666666666666667 , g
mleka , 0.041666666666666664 , l
lešnikov , 13.333333333333334 , g
sladkorja v prahu , 11.666666666666666 , g
srednje veliki jajci , 0.3333333333333333 , kos
masla , 5.0 , g
sladkor v prahu za posip , 1 , kos
