Ime sestavine,Kolicina,Enota
en cel piščanec (približno 1;5 kg),1,kos
sol,1,kos
masla,8.333333333333334,g
olivnega olja,0.3333333333333333,kos
mleka,0.1,l
limoni,0.3333333333333333,kos
svežih žajbljevih listov,0.16666666666666666,kos
cimetova palčka (po želji),0.08333333333333333,kos
česnovih strokov,1.6666666666666667,kos
