Ime sestavine, Kolicina, Enota
maslo za namastitev pekača , 1 , kos
krušne ali piškotne drobtine (po želji) , 1 , kos
jajca , 0.375 , kos
sladkorja , 12.5 , g
olja (ali stopljeno maslo) , 0.00625 , l
moke , 6.25 , g
1/4 vrečke pecilnega praška , 1 , kos
skute , 31.25 , g
čvrstega jogurta , 11.25 , g
drobno naribana limonina lupinica , 1 , kos
vanilijevega pudinga , 0.0625 , kos
svežih malin , 12.5 , g
mandljevih lističev , 0.125 , kos
sladkor v prahu za posip , 1 , kos
