Ime sestavine, Kolicina, Enota
ajdove moke , 25.0 , g
vode , 0.025 , l
sol , 1 , kos
pšenične moke , 12.5 , g
skute , 62.5 , g
kisle smetane , 0.025 , l
jajce , 0.125 , kos
sol; po želji tudi sladkor , 1 , kos
kisle smetane za premaz , 0.0125 , l
