Ime sestavine,Kolicina,Enota
beljakov,1.0,kos
soli,0.1,kos
sladkorja,25.0,g
belega kisa (lahko tudi limonin sok),0.1,kos
rumenjakov,1.0,kos
sladkorja,8.0,g
vanilije v prahu (ali 2 vrečki vanilijevega sladkorja),0.1,kos
gustina (koruzni škrob),4.0,g
mleka,0.03,l
masla sobne temperature,15.0,g
sladke smetane,0.05,l
Kremfixa,0.2,kos
1-2 banani,1,kos
sok polovice limone,1,kos
2-3 kiviji,1,kos
jagod,25.0,g
