Ime sestavine,Kolicina,Enota
14-16 majhnih do srednje velikih mladih krompirjev,1,kos
3-4 žlice olivnega olja,1,kos
sol in sveže mleti poper,1,kos
sesekljanega svežega rožmarina,0.4,kos
glavica česna,0.2,kos
